Zip,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Statcan Census Division id","Statcan Census Division Name","Statcan Census Division Type","Statcan Census Division Type Description","Statcan Census Consolidated Subdivision id","Statcan Census Consolidated Subdivision Name","Statcan Census Subdivision id","Statcan Census Subdivision Name","Statcan Census Subdivision Type","Statcan Census Subdivision Type Description","Statcan Census Economic Region","Statcan Census Statistical Area Code","Statcan Census Statistical Area Code Description","Statcan Census Statistical Area Type","Statcan Census Statistical Area Type Description","Statcan Census CMA/CA id","Statcan Census CMA/CA Name","Statcan Census CMA/CA Type","Statcan Census CMA/CA Type Description","Statcan Census Tract","Statcan Census Year"
V1L6X2,Canada,49.617047,-116.961382,0.8,place,,,Procter,BC,,V1L,CA,"CanVec+ by Natural Resources Canada",5903,"Central Kootenay",RD,"Regional district",5903041,"Central Kootenay E",5903041,"Central Kootenay E",RDA,"Regional district electoral area",Kootenay,907,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",907,Nelson,D,"Census agglomeration (CA) that is not tracted",,2016
"M1T 2M5",Canada,43.7812,-79.3036,0.7,place,,,Scarborough,ON,,M1T,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350375.03,2016
"H1G 2J6",Canada,45.6109,-73.6211,0.7,place,,,Montreal,QC,,H1G,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620610.02,2016
"M1B 2L2",Canada,43.8113,-79.193,0.7,place,,,Scarborough,ON,,M1B,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350378.28,2016
"V4A 4M6",Canada,49.0374,-122.8299,0.7,place,,,Surrey,BC,,V4A,CA,"CanVec+ by Natural Resources Canada",5915,"Greater Vancouver",RD,"Regional district",5915004,Surrey,5915004,Surrey,CY,City,"Lower Mainland--Southwest / Lower Mainland--Sud-ouest",933,"CMA or CA",1,"Census subdivision within census metropolitan area",933,Vancouver,B,"Census metropolitan area (CMA)",9330181.10,2016
"L8G 3V3",Canada,43.217687,-79.758682,0.8,place,,,"Stoney Creek",ON,,L8G,CA,"CanVec+ by Natural Resources Canada",3525,Hamilton,CDR,"Census division / Division de recensement CT County / Comté",3525005,Hamilton,3525005,Hamilton,C,"City / Cité","Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370082.00,2016
" N9E1J2",Canada,42.2652,-83.0314,0.23,place,,,Windsor,ON,,N9E,CA,"CanVec+ by Natural Resources Canada",3537,Essex,CTY,County,3537039,Windsor,3537039,Windsor,CY,City,Windsor--Sarnia,559,"CMA or CA",1,"Census subdivision within census metropolitan area",559,Windsor,B,"Census metropolitan area (CMA)",5590005.00,2016
"N1L 1G1",Canada,43.516,-80.19,0.7,place,,,Guelph,ON,,N1L,CA,"CanVec+ by Natural Resources Canada",3523,Wellington,CTY,County,3523009,Guelph/Eramosa,3523008,Guelph,CY,City,Kitchener--Waterloo--Barrie,550,"CMA or CA",1,"Census subdivision within census metropolitan area",550,Guelph,B,"Census metropolitan area (CMA)",5500001.09,2016
"N2G 3C8",Canada,43.453168,-80.494423,0.8,place,,,Kitchener,ON,,N2G,CA,"CanVec+ by Natural Resources Canada",3530,Waterloo,RM,"Regional municipality",3530013,Kitchener,3530013,Kitchener,CY,City,Kitchener--Waterloo--Barrie,541,"CMA or CA",1,"Census subdivision within census metropolitan area",541,"Kitchener - Cambridge - Waterloo",B,"Census metropolitan area (CMA)",5410017.00,2016
"H1H 3S3",Canada,45.5899,-73.6389,0.7,place,,,Montreal,QC,,H1H,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620615.00,2016
"H4T 1C3",Canada,45.4752,-73.6961,0.7,place,,,Saint-Laurent,QC,,H4T,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620415.06,2016
"V3V 4M1",Canada,49.1889,-122.873,0.7,place,,,Surrey,BC,,V3V,CA,"CanVec+ by Natural Resources Canada",5915,"Greater Vancouver",RD,"Regional district",5915004,Surrey,5915004,Surrey,CY,City,"Lower Mainland--Southwest / Lower Mainland--Sud-ouest",933,"CMA or CA",1,"Census subdivision within census metropolitan area",933,Vancouver,B,"Census metropolitan area (CMA)",9330186.02,2016
"L8S 4P3",Canada,43.2606,-79.9161,0.7,place,,,Hamilton,ON,,L8S,CA,"CanVec+ by Natural Resources Canada",3525,Hamilton,CDR,"Census division / Division de recensement CT County / Comté",3525005,Hamilton,3525005,Hamilton,C,"City / Cité","Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370045.00,2016
"G6L 1E1",Canada,46.17229,-71.875185,0.8,place,,,Princeville,QC,,G6L,CA,"CanVec+ by Natural Resources Canada",2432,L'Érable,MRC,"Municipalité régionale de comté",2432033,Princeville,2432033,Princeville,V,Ville,Centre-du-Québec,997,Moderate,5,"Census subdivision outside of census metropolitan area/census agglomeration area having moderate metropolitan influence",,,,,,2016
"H1A 3P9",Canada,45.6753,-73.5016,0.7,place,,,Pointe-Aux-Trembles,QC,,H1A,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620580.01,2016
"J6W 1K1",Canada,45.708101,-73.651516,0.8,place,,,Terrebonne,QC,,J6W,CA,"CanVec+ by Natural Resources Canada",2464,"Les Moulins",MRC,"Municipalité régionale de comté",2464008,Terrebonne,2464008,Terrebonne,V,Ville,Lanaudière,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620700.03,2016
"V5S 2X7",Canada,49.2175,-123.038,0.7,place,,,Vancouver,BC,,V5S,CA,"CanVec+ by Natural Resources Canada",5915,"Greater Vancouver",RD,"Regional district",5915022,Vancouver,5915022,Vancouver,CY,City,"Lower Mainland--Southwest / Lower Mainland--Sud-ouest",933,"CMA or CA",1,"Census subdivision within census metropolitan area",933,Vancouver,B,"Census metropolitan area (CMA)",9330001.02,2016
"K2J 5C6",Canada,45.2691,-75.7518,0.7,place,,,Nepean,ON,,K2J,CA,"CanVec+ by Natural Resources Canada",3506,Ottawa,CDR,"Census division / Division de recensement CT County / Comté",3506008,Ottawa,3506008,Ottawa,CV,"City / Ville",Ottawa,505,"CMA or CA",1,"Census subdivision within census metropolitan area",505,"Ottawa - Gatineau (Ontario part / partie de l'Ontario)",B,"Census metropolitan area (CMA)",5050140.05,2016
"G0R 2T0",Canada,46.463403,-70.807571,0.8,place,,,Saint-Édouard-De-Frampton,QC,,G0R,CA,"CanVec+ by Natural Resources Canada",2426,"La Nouvelle-Beauce",MRC,"Municipalité régionale de comté",2426005,Frampton,2426005,Frampton,MÉ,"Not applicable",Chaudière-Appalaches,996,Strong,4,"Census subdivision outside of census metropolitan area/census agglomeration area having strong metropolitan influence",,,,,,2016
"N9V 2Y7",Canada,42.101338,-83.108636,0.8,place,,,Amherstburg,ON,,N9V,CA,"CanVec+ by Natural Resources Canada",3537,Essex,CTY,County,3537028,Amherstburg,3537028,Amherstburg,T,Town,Windsor--Sarnia,559,"CMA or CA",1,"Census subdivision within census metropolitan area",559,Windsor,B,"Census metropolitan area (CMA)",5590174.00,2016
M6H1M9,Canada,43.6655,-79.4378,0.7,place,,,Toronto,ON,,M6H,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350097.04,2016
"M9W 2T4",Canada,43.7144,-79.5909,0.7,place,,,Etobicoke,ON,,M9W,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350247.01,2016
"L6M 4K6",Canada,43.522062,-79.716012,0.8,place,,,Snider,ON,,L6M,CA,"CanVec+ by Natural Resources Canada",3524,Halton,RM,"Regional municipality",3524001,Oakville,3524001,Oakville,T,Town,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350615.00,2016
"M2N 7H1",Canada,43.7673,-79.4111,0.7,place,,,Willowdale,ON,,M2N,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350307.04,2016
L7M0N6,Canada,43.427344,-79.835875,0.8,place,,,Zimmerman,ON,,L7M,CA,"CanVec+ by Natural Resources Canada",3524,Halton,RM,"Regional municipality",3524002,Burlington,3524002,Burlington,CY,City,"Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370224.02,2016
"M6P 3E3",Canada,43.6605,-79.4633,0.7,place,,,Toronto,ON,,M6P,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350102.05,2016
"N2H 1H6",Canada,43.4581,-80.4818,0.7,place,,,Kitchener,ON,,N2H,CA,"CanVec+ by Natural Resources Canada",3530,Waterloo,RM,"Regional municipality",3530013,Kitchener,3530013,Kitchener,CY,City,Kitchener--Waterloo--Barrie,541,"CMA or CA",1,"Census subdivision within census metropolitan area",541,"Kitchener - Cambridge - Waterloo",B,"Census metropolitan area (CMA)",5410016.00,2016
"N5R 3C2",Canada,42.7597,-81.1762,0.7,place,,,"St. Thomas",ON,,N5R,CA,"CanVec+ by Natural Resources Canada",3534,Elgin,CTY,County,3534020,"Central Elgin",3534021,"St. Thomas",CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550200.00,2016
"K7L 4V4",Canada,44.230687,-76.481323,0.8,place,,,Kingston,ON,,K7L,CA,"CanVec+ by Natural Resources Canada",3510,Frontenac,CTY,County,3510010,Kingston,3510010,Kingston,CY,City,Kingston--Pembroke,521,"CMA or CA",1,"Census subdivision within census metropolitan area",521,Kingston,B,"Census metropolitan area (CMA)",5210001.00,2016
"N9E 1A2",Canada,42.2652,-83.0314,0.23,place,,,Windsor,ON,,N9E,CA,"CanVec+ by Natural Resources Canada",3537,Essex,CTY,County,3537039,Windsor,3537039,Windsor,CY,City,Windsor--Sarnia,559,"CMA or CA",1,"Census subdivision within census metropolitan area",559,Windsor,B,"Census metropolitan area (CMA)",5590005.00,2016
"M6S 4A3",Canada,43.6512,-79.4828,0.7,place,,,Toronto,ON,,M6S,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350104.00,2016
"H8P 2N9",Canada,45.4011,-73.619,0.7,place,,,Lasalle,QC,,H8P,CA,"CanVec+ by Natural Resources Canada",2467,Roussillon,MRC,"Municipalité régionale de comté",2467045,Mercier,2467802,Kahnawake,IRI,"Indian reserve / Réserve indienne",Montérégie,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620832.00,2016
"P1B 8K5",Canada,46.309212,-79.460762,0.8,place,,,"North Bay",ON,,P1B,CA,"CanVec+ by Natural Resources Canada",3548,Nipissing,DIS,District,3548094,"Nipissing, Unorganized, North Part",3548044,"North Bay",CY,City,"Northeast / Nord-est",575,"CMA or CA",2,"Census subdivision within census agglomeration with at least one census tract",575,"North Bay",K,"Census agglomeration (CA) that is tracted",5750005.00,2016
"K0A 1L0",Canada,45.26633,-76.244986,0.8,place,,,Blakeney,ON,,K0A,CA,"CanVec+ by Natural Resources Canada",3509,Lanark,CTY,County,3509030,"Mississippi Mills",3509030,"Mississippi Mills",T,Town,Ottawa,509,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",509,"Carleton Place",D,"Census agglomeration (CA) that is not tracted",,2016
"V7C 1E6",Canada,49.1626,-123.1721,0.7,place,,,Richmond,BC,,V7C,CA,"CanVec+ by Natural Resources Canada",5915,"Greater Vancouver",RD,"Regional district",5915015,Richmond,5915015,Richmond,CY,City,"Lower Mainland--Southwest / Lower Mainland--Sud-ouest",933,"CMA or CA",1,"Census subdivision within census metropolitan area",933,Vancouver,B,"Census metropolitan area (CMA)",9330149.02,2016
"V1Z 2T6",Canada,49.857464,-119.580688,0.8,place,,,"West Kelowna",BC,,V1Z,CA,"CanVec+ by Natural Resources Canada",5935,"Central Okanagan",RD,"Regional district",5935020,"Central Okanagan J",5935029,"West Kelowna",DM,"District municipality",Thompson--Okanagan,915,"CMA or CA",1,"Census subdivision within census metropolitan area",915,Kelowna,B,"Census metropolitan area (CMA)",9150100.00,2016
"M9M 2V9",Canada,43.7366,-79.5401,0.7,place,,,York,ON,,M9M,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350313.00,2016
H3Y1R1,Canada,45.485733,-73.596395,0.8,place,,,Westmount,QC,,H3Y,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466032,Westmount,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620353.00,2016
"H2P 2L8",Canada,45.5435,-73.6339,0.7,place,,,Villeray,QC,,H2P,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620226.00,2016
"K2P 0B9",Canada,45.4166,-75.6904,0.7,place,,,Ottawa,ON,,K2P,CA,"CanVec+ by Natural Resources Canada",3506,Ottawa,CDR,"Census division / Division de recensement CT County / Comté",3506008,Ottawa,3506008,Ottawa,CV,"City / Ville",Ottawa,505,"CMA or CA",1,"Census subdivision within census metropolitan area",505,"Ottawa - Gatineau (Ontario part / partie de l'Ontario)",B,"Census metropolitan area (CMA)",5050037.00,2016
L6B0R4,Canada,43.9007,-79.2175,0.7,place,,,Markham,ON,,L6B,CA,"CanVec+ by Natural Resources Canada",3519,York,RM,"Regional municipality",3519036,Markham,3519036,Markham,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350400.20,2016
L3R9S5,Canada,43.8479,-79.3288,0.7,place,,,Markham,ON,,L3R,CA,"CanVec+ by Natural Resources Canada",3519,York,RM,"Regional municipality",3519036,Markham,3519036,Markham,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350401.18,2016
"R2V 0P7",Canada,49.967221,-97.074653,0.8,place,,,Riverdale,MB,,R2V,CA,"CanVec+ by Natural Resources Canada",4613,"Division No. 13",CDR,"Census division / Division de recensement CT County / Comté",4613037,"West St. Paul",4613037,"West St. Paul",RM,"Rural municipality",Interlake,602,"CMA or CA",1,"Census subdivision within census metropolitan area",602,Winnipeg,B,"Census metropolitan area (CMA)",6020570.00,2016
T0L1Y0,Canada,51.424967,-116.177535,0.8,place,,,"Lake Louise",AB,,T0L,CA,"CanVec+ by Natural Resources Canada",4815,"Division No. 15",CDR,"Census division / Division de recensement CT County / Comté",4815045,"Ranchland No. 66",4815032,"Improvement District No.  9 Banff",ID,"Improvement district","Banff--Jasper--Rocky Mountain House",999,"No influence",7,"Census subdivision outside of census metropolitan area/census agglomeration area having no metropolitan influence",,,,,,2016
J2B6A2,Canada,45.931334,-72.58152,0.8,place,,,Saint-Majorique-De-Grantham,QC,,J2B,CA,"CanVec+ by Natural Resources Canada",2449,Drummond,MRC,"Municipalité régionale de comté",2449100,Saint-Edmond-de-Grantham,2449095,Saint-Majorique-de-Grantham,PE,"Paroisse (municipalité de)",Centre-du-Québec,447,"CMA or CA",2,"Census subdivision within census agglomeration with at least one census tract",447,Drummondville,K,"Census agglomeration (CA) that is tracted",4470013.00,2016
L0M1S0,Canada,44.327104,-80.108415,0.8,place,,,Creemore,ON,,L0M,CA,"CanVec+ by Natural Resources Canada",3543,Simcoe,CTY,County,3543005,Clearview,3543005,Clearview,TP,Township,Kitchener--Waterloo--Barrie,996,Strong,4,"Census subdivision outside of census metropolitan area/census agglomeration area having strong metropolitan influence",,,,,,2016
S4R4C7,Canada,50.4855,-104.6163,0.7,place,,,Regina,SK,,S4R,CA,"CanVec+ by Natural Resources Canada",4706,"Division No.  6",CDR,"Census division / Division de recensement CT County / Comté",4706026,"Sherwood No. 159",4706027,Regina,CY,City,"Regina--Moose Mountain",705,"CMA or CA",1,"Census subdivision within census metropolitan area",705,Regina,B,"Census metropolitan area (CMA)",7050026.00,2016
"H2H 1Z5",Canada,45.5374,-73.5735,0.7,place,,,"Plateau Mont-Royal",QC,,H2H,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620155.00,2016
"N7S 6K2",Canada,42.9888,-82.3592,0.23,place,,,Sarnia,ON,,N7S,CA,"CanVec+ by Natural Resources Canada",3538,Lambton,CTY,County,3538030,Sarnia,3538030,Sarnia,CY,City,Windsor--Sarnia,562,"CMA or CA",2,"Census subdivision within census agglomeration with at least one census tract",562,Sarnia,K,"Census agglomeration (CA) that is tracted",5620102.01,2016
L7E3V8,Canada,43.859505,-79.781194,0.8,place,,,Macville,ON,,L7E,CA,"CanVec+ by Natural Resources Canada",3521,Peel,RM,"Regional municipality",3521024,Caledon,3521024,Caledon,T,Town,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350585.02,2016
L6B0E4,Canada,43.9007,-79.2175,0.7,place,,,Markham,ON,,L6B,CA,"CanVec+ by Natural Resources Canada",3519,York,RM,"Regional municipality",3519036,Markham,3519036,Markham,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350400.20,2016
"L5V 1N6",Canada,43.5972,-79.6931,0.7,place,,,Mississauga,ON,,L5V,CA,"CanVec+ by Natural Resources Canada",3521,Peel,RM,"Regional municipality",3521010,Brampton,3521005,Mississauga,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350528.47,2016
"J1L 1E5",Canada,45.4113,-71.9586,0.7,place,,,Sherbrooke,QC,,J1L,CA,"CanVec+ by Natural Resources Canada",2443,Sherbrooke,TÉ,"Territoire équivalent",2443027,Sherbrooke,2443027,Sherbrooke,V,Ville,Estrie,433,"CMA or CA",1,"Census subdivision within census metropolitan area",433,Sherbrooke,B,"Census metropolitan area (CMA)",4330019.01,2016
"J1E 1V1",Canada,45.4231,-71.8723,0.7,place,,,Sherbrooke,QC,,J1E,CA,"CanVec+ by Natural Resources Canada",2443,Sherbrooke,TÉ,"Territoire équivalent",2443027,Sherbrooke,2443027,Sherbrooke,V,Ville,Estrie,433,"CMA or CA",1,"Census subdivision within census metropolitan area",433,Sherbrooke,B,"Census metropolitan area (CMA)",4330111.07,2016
"N0M 2K0",Canada,42.948099,-81.880271,0.8,place,,,Watford,ON,,N0M,CA,"CanVec+ by Natural Resources Canada",3538,Lambton,CTY,County,3538043,Warwick,3538043,Warwick,TP,Township,Windsor--Sarnia,996,Strong,4,"Census subdivision outside of census metropolitan area/census agglomeration area having strong metropolitan influence",,,,,,2016
N5R6A7,Canada,42.7597,-81.1762,0.7,place,,,"St. Thomas",ON,,N5R,CA,"CanVec+ by Natural Resources Canada",3534,Elgin,CTY,County,3534020,"Central Elgin",3534021,"St. Thomas",CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550200.00,2016
J9X5C9,Canada,48.242052,-79.020538,0.8,place,,,Rouyn-Noranda,QC,,J9X,CA,"CanVec+ by Natural Resources Canada",2486,Rouyn-Noranda,TÉ,"Territoire équivalent",2486042,Rouyn-Noranda,2486042,Rouyn-Noranda,V,Ville,Abitibi-Témiscamingue,485,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",485,Rouyn-Noranda,D,"Census agglomeration (CA) that is not tracted",,2016
"L5M 7E6",Canada,43.5637,-79.7202,0.7,place,,,Mississauga,ON,,L5M,CA,"CanVec+ by Natural Resources Canada",3521,Peel,RM,"Regional municipality",3521010,Brampton,3521005,Mississauga,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350516.43,2016
"V5L 4N8",Canada,49.2795,-123.0667,0.7,place,,,Vancouver,BC,,V5L,CA,"CanVec+ by Natural Resources Canada",5915,"Greater Vancouver",RD,"Regional district",5915022,Vancouver,5915022,Vancouver,CY,City,"Lower Mainland--Southwest / Lower Mainland--Sud-ouest",933,"CMA or CA",1,"Census subdivision within census metropolitan area",933,Vancouver,B,"Census metropolitan area (CMA)",9330056.01,2016
"M3B 3H9",Canada,43.745,-79.359,0.7,place,,,"Don Mills",ON,,M3B,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350267.00,2016
"V9A 4N9",Canada,48.429866,-123.413649,0.8,place,,,Esquimalt,BC,,V9A,CA,"CanVec+ by Natural Resources Canada",5917,Capital,RD,"Regional district",5917021,Saanich,5917040,Esquimalt,DM,"District municipality","Vancouver Island and Coast / Île de Vancouver et la côte",935,"CMA or CA",1,"Census subdivision within census metropolitan area",935,Victoria,B,"Census metropolitan area (CMA)",9350110.00,2016
K7L2Z5,Canada,44.230687,-76.481323,0.8,place,,,Kingston,ON,,K7L,CA,"CanVec+ by Natural Resources Canada",3510,Frontenac,CTY,County,3510010,Kingston,3510010,Kingston,CY,City,Kingston--Pembroke,521,"CMA or CA",1,"Census subdivision within census metropolitan area",521,Kingston,B,"Census metropolitan area (CMA)",5210001.00,2016
"L2N 2Z7",Canada,43.1923,-79.2559,0.7,place,,,"St. Catharines",ON,,L2N,CA,"CanVec+ by Natural Resources Canada",3526,Niagara,RM,"Regional municipality",3526053,"St. Catharines",3526053,"St. Catharines",CY,City,"Hamilton--Niagara Peninsula",539,"CMA or CA",1,"Census subdivision within census metropolitan area",539,"St. Catharines - Niagara",B,"Census metropolitan area (CMA)",5390018.01,2016
"N9E 1A5",Canada,42.2652,-83.0314,0.23,place,,,Windsor,ON,,N9E,CA,"CanVec+ by Natural Resources Canada",3537,Essex,CTY,County,3537039,Windsor,3537039,Windsor,CY,City,Windsor--Sarnia,559,"CMA or CA",1,"Census subdivision within census metropolitan area",559,Windsor,B,"Census metropolitan area (CMA)",5590005.00,2016
"L4C 3S3",Canada,43.880078,-79.439392,0.8,place,,,"Richmond Hill",ON,,L4C,CA,"CanVec+ by Natural Resources Canada",3519,York,RM,"Regional municipality",3519048,Newmarket,3519038,"Richmond Hill",T,Town,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350423.02,2016
"P1L 2E9",Canada,45.041508,-79.310989,0.8,place,,,Bracebridge,ON,,P1L,CA,"CanVec+ by Natural Resources Canada",3544,Muskoka,DM,"District municipality",3544018,Bracebridge,3544018,Bracebridge,T,Town,Muskoka--Kawarthas,997,Moderate,5,"Census subdivision outside of census metropolitan area/census agglomeration area having moderate metropolitan influence",,,,,,2016
J1K2X6,Canada,45.3822,-71.9327,0.7,place,,,Sherbrooke,QC,,J1K,CA,"CanVec+ by Natural Resources Canada",2443,Sherbrooke,TÉ,"Territoire équivalent",2443027,Sherbrooke,2443027,Sherbrooke,V,Ville,Estrie,433,"CMA or CA",1,"Census subdivision within census metropolitan area",433,Sherbrooke,B,"Census metropolitan area (CMA)",4330007.00,2016
